ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2020-12-01,'000799,¾Æ¹í¾Æ,106.47,106.71,104.89,105.51,107.02,-0.55,-0.5159,2.0478,6653853,701656809.65,34465216908.6,34465216908.6
2020-12-02,'000799,¾Æ¹í¾Æ,106.4,107.7,105.28,106.63,106.47,-0.07,-0.066,1.6883,5485728,581184220.2,34442471880.0,34442471880.0
2020-12-03,'000799,¾Æ¹í¾Æ,107.0,107.2,105.28,105.4,106.4,0.6,0.566,1.4323,4653957,493292249.96,34637429268.0,34637429268.0
2020-12-04,'000799,¾Æ¹í¾Æ,115.53,116.94,106.48,106.95,107.0,8.53,7.9737,5.7667,18737840,2117892508.9,37399325598.0,37399325598.0
2020-12-07,'000799,¾Æ¹í¾Æ,115.43,117.83,114.55,115.43,115.53,-0.1,-0.0869,4.311,14007599,1621704046.55,37366832700.0,37366832700.0
2020-12-08,'000799,¾Æ¹í¾Æ,116.18,117.24,113.47,116.01,115.43,0.75,0.6522,3.3665,10938694,1259278978.16,37610529435.0,37610529435.0
2020-12-09,'000799,¾Æ¹í¾Æ,115.73,117.73,114.42,116.47,116.18,-0.45,-0.3888,3.2198,10462170,1211707198.39,37464311394.0,37464311394.0
2020-12-10,'000799,¾Æ¹í¾Æ,116.05,117.94,114.09,114.73,115.73,0.32,0.2775,3.0138,9792732,1130811518.95,37568288667.6,37568288667.6
2020-12-11,'000799,¾Æ¹í¾Æ,118.64,123.91,115.71,116.44,116.05,2.59,2.2314,5.0821,16513254,1967598848.11,38406605436.0,38406605436.0
2020-12-14,'000799,¾Æ¹í¾Æ,119.57,121.25,117.94,118.64,118.64,0.93,0.7868,3.273,10635009,1265742112.3,38708789387.4,38708789387.4
2020-12-15,'000799,¾Æ¹í¾Æ,122.53,123.76,116.63,119.23,119.57,2.96,2.4763,4.1792,13579410,1633128805.68,39667329878.4,39667329878.4
2020-12-16,'000799,¾Æ¹í¾Æ,124.51,125.57,121.85,122.53,122.53,1.98,1.6137,3.3213,10791969,1334588369.52,40307439969.0,40307439969.0
2020-12-17,'000799,¾Æ¹í¾Æ,124.94,127.31,123.15,123.47,124.51,0.43,0.3466,3.4189,11109131,1386946958.65,40447159430.4,40447159430.4
2020-12-18,'000799,¾Æ¹í¾Æ,130.2,134.49,123.96,124.49,124.94,5.26,4.2095,4.6017,14952144,1934107430.2,42149787285.6,42149787285.6
2020-12-21,'000799,¾Æ¹í¾Æ,128.52,130.68,126.04,129.76,130.2,-1.68,-1.2874,3.3509,10888116,1395525851.5,41607155889.0,41607155889.0
2020-12-22,'000799,¾Æ¹í¾Æ,130.68,133.78,127.94,128.47,128.52,2.16,1.679,2.9755,9668169,1269238827.4,42305753196.0,42305753196.0
2020-12-23,'000799,¾Æ¹í¾Æ,128.67,134.47,121.45,130.63,130.68,-2.01,-1.5361,5.6596,18389601,2361801040.66,41655895236.0,41655895236.0
2020-12-24,'000799,¾Æ¹í¾Æ,125.89,128.7,123.46,126.05,128.67,-2.78,-2.1607,3.3473,10876485,1366021349.95,40755841961.4,40755841961.4
2020-12-25,'000799,¾Æ¹í¾Æ,128.05,129.35,122.88,124.89,125.89,2.16,1.7141,2.9337,9532446,1204740228.6,41454439268.4,41454439268.4
2020-12-28,'000799,¾Æ¹í¾Æ,140.86,140.86,133.49,133.49,128.05,12.81,10.0016,3.6393,11825186,1646735579.96,45600533053.2,45600533053.2
2020-12-29,'000799,¾Æ¹í¾Æ,145.42,147.22,139.79,145.54,140.86,4.56,3.235,6.1136,19864706,2850951003.47,47075710622.4,47075710622.4
2020-12-30,'000799,¾Æ¹í¾Æ,154.56,155.36,144.03,144.7,145.42,9.14,6.288,5.1658,16785306,2518328321.11,50035813630.2,50035813630.2
