000027 深圳能源
002716 ST金贵
600000 浦发银行
600010 包钢股份
600050 中国联通
600238 ST椰岛
600353 旭光股份
600559 老白干酒
600001 邯郸钢铁
600002 齐鲁石化
600005 武钢股份
600003 ST东北高
600850 华东电脑
000023 深天地Ａ
603806 福斯特
600025 华能水电
600023 浙能电力
000050 深天马Ａ
000020 深华发Ａ
000021 深科技
600385 ST金泰
000001 平安银行
000002 万 科Ａ
000799 酒鬼酒
